产地,产品类型,阶段,检验日期,生产日期,产品编号,规格型号,材质分类,产品分类,产品批号,原材料,原材料批号,模具编号,总数量,合格数,一次硫化合格率,"不合格
数量",一次硫化缺胶,"一次硫化开
裂",一次硫化杂质,型腔坏,一硫尺寸不合格,"一次硫化合模线
撕裂","一次硫
化粘模",一次硫化污染,"一次硫化
凹陷",一次硫化合模线粗,一次硫化流痕,一次硫化气泡,一次硫熔接不良,"一次硫化
其他",操作员,二次硫化检查总数pcs,"总不
合格数pcs","总合
格率%",最终良品数pcs,污染,"杂质
","表面
凹陷","合模线
凹陷",合模线撕裂,"粘胶
",粘皮,缺胶,断裂,毛刺,开裂 ,气泡,压痕,尺寸不合格,粘模,划伤,表面发亮异点,修边不良,油污,焦烧,堵孔,水印印迹,变形,合模线开裂,合模线分开,拉丝,裁断不良,"胶
不
熟",加工痕迹,生锈,流痕,熔接不良,色差,打磨过度,混料,激光不良,其他,检验员,工时数H,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010089,FKM黑色75邵A 56.82*2.62,FKM黑色,美标O型圈,/,/,/,/,10,,0.00%,0,,,,,,,,,,,,,,,,10,0,100.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.08,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010088,FKM黑色75邵A 55.25*2.62,FKM黑色,美标O型圈,/,/,/,/,45,,0.00%,0,,,,,,,,,,,,,,,,45,1,97.78%,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.17,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010113,FKM黑色75邵A 158.42*2.62,FKM黑色,美标O型圈,/,/,/,/,20,,0.00%,0,,,,,,,,,,,,,,,,20,0,100.00%,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.17,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010174,FKM黑色75邵A 117.07*3.53,FKM黑色,美标O型圈,/,/,/,/,100,,0.00%,0,,,,,,,,,,,,,,,,100,0,100.00%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.25,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010106,FKM黑色75邵A 113.97*2.62,FKM黑色,美标O型圈,/,/,/,/,80,,0.00%,0,,,,,,,,,,,,,,,,80,0,100.00%,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/18,0101020225,VMQ绿色50邵A Seal Mat φ15.2*7,VMQ绿色,定制异形件,2024053110-2,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1744,244,86.01%,1500,0,5,51,0,0,5,0,10,0,161,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,刘利利,6,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/18,0101020225,VMQ绿色50邵A Seal Mat φ15.2*7,VMQ绿色,定制异形件,2024053110-2,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1869,259,86.14%,1610,0,0,55,0,0,0,0,31,0,162,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,姚月平,6.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/4/28,0101020244,FKM黑色75邵A φ26.57*8.71  D-0625-521,FKM黑色,定制异形件,2024042959,,,,2607,,0.00%,0,,,,,,,,,,,,,,,,1779,129,92.75%,1650,0,0,39,0,0,0,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,姚月平,4.5,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/27,2024/5/23,0101020782,FKM黑色60邵A  FIMS外门密封胶片  419*361*2.5,FKM黑色,定制异形件,2024053100,HPE5021ESD-9,B2024043085/B2024051681,0601020369,9,9,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,姚书川,9,1,88.89%,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,方园园,3,外观特采 何海军2024/5/24修改模具排气孔,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/11,0101020526,FVMQ红棕色57邵A  φ87.7*8.5,FVMQ红棕色,定制异形件,2024042901,,,,828,,0.00%,0,,,,,,,,,,,,,,,,220,20,90.91%,200,0,16,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,肖亚男,2.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/24,0102010006,FVMQ红棕色60邵A 2.8*14.4*0.6,FVMQ红棕色,膜片,24053043,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,15148,3628,76.05%,11520,0,1341,44,0,0,18,0,0,0,0,0,0,0,0,0,0,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,林顺春,9,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/24,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053225,,,,5330,,0.00%,0,,,,,,,,,,,,,,,,645,145,77.52%,500,0,19,111,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,林顺春,2,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/20,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,528,28,94.70%,500,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,任菊,1.83,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/22,0101020490,FVMQ米黄色60邵A 伞型阀膜片1 φ15.4,FVMQ米黄色,定制异形件,2024042934-2,,,,7230,,0.00%,0,,,,,,,,,,,,,,,,7123,1483,79.18%,5640,0,957,1,0,0,0,0,97,0,427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,任菊,9.17,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/20,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1383,73,94.72%,1310,0,2,52,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,杨连芳,7.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/25,0102010006,FVMQ红棕色60邵A 2.8*14.4*0.6,FVMQ红棕色,膜片,24053043,,,0603010133-H,22680,,0.00%,0,,,,,,,,,,,,,,,,3427,427,87.54%,3000,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,杨连芳,3.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/22,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053169,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,900,40,95.56%,860,0,0,7,0,0,0,0,21,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,曹文文,4.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2023/12/5,0101011333,低温FKM黑色75邵A 26.54*1.78,FKM黑色,O型圈,2023100088,,,,7025,,0.00%,0,,,,,,,,,,,,,,,,3218,218,93.23%,3000,0,0,0,0,58,146,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,曹文文,6.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2023/12/6,0101011332,低温FKM黑色75邵A 21.82*1.78,FKM黑色,O型圈,2023100088,,,,7608,,0.00%,0,,,,,,,,,,,,,,,,2033,33,98.38%,2000,0,7,0,15,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,李春仙,4.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2023/11/30,0101011328,低温FKM黑色75邵A 29.82*2.62,FKM黑色,O型圈,2023090052,,,,3728,,0.00%,0,,,,,,,,,,,,,,,,1550,50,96.77%,1500,0,0,0,14,21,0,0,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,陈燕,6,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/27,2024/3/28,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,XG6006C,24-SO-66,0603010156-C,,,#DIV/0!,0,,,,,,,,,,,,,,,,4155,155,96.27%,4000,0,72,6,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,汪艳,8,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/20,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,688,48,93.02%,640,0,0,38,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,曹长侠,2.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/23,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053225,,,,4240,,0.00%,0,,,,,,,,,,,,,,,,874,124,85.81%,750,0,10,90,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,曹长侠,3.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/23,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053225,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1354,154,88.63%,1200,0,0,41,0,0,0,0,7,0,101,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,陈安琪,8,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/4/12,0101020268,EPDM紫色40邵A 环形密封圈 59.2*34.2*8.8,EPDM紫色,定制异形件,2024042812-2,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1457,327,77.56%,1130,0,138,163,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,随云,5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/4,0101020262,FKM黑色75邵A A6-0625-291,FKM黑色,定制异形件,2024053026,,,,5703,,0.00%,0,,,,,,,,,,,,,,,,4244,144,96.61%,4100,0,20,84,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,随云,6,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010188,FKM黑色75邵A 171.04*3.53,FKM黑色,美标O型圈,/,/,/,/,161,,0.00%,0,,,,,,,,,,,,,,,,161,0,100.00%,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,1,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901030101,FKM黑色75邵A 16.5*1.5,FKM黑色,公制O型圈,/,/,/,/,76,,0.00%,0,,,,,,,,,,,,,,,,76,63,17.11%,13,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,1,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010150,FKM黑色75邵A 40.87*3.53,FKM黑色,美标O型圈,/,/,/,/,3,,0.00%,0,,,,,,,,,,,,,,,,3,0,100.00%,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.17,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010079,FKM黑色75邵A 40.94*2.62,FKM黑色,美标O型圈,/,/,/,/,1,,0.00%,0,,,,,,,,,,,,,,,,1,0,100.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.08,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010034,FKM黑色75邵A 53.7*1.78,FKM黑色,美标O型圈,/,/,/,/,3,,0.00%,0,,,,,,,,,,,,,,,,3,0,100.00%,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.08,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010161,FKM黑色75邵A 75.79*3.53,FKM黑色,美标O型圈,/,/,/,/,1,,0.00%,0,,,,,,,,,,,,,,,,1,0,100.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.08,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010088,FKM黑色75邵A 55.25*2.62,FKM黑色,美标O型圈,/,/,/,/,6,,0.00%,0,,,,,,,,,,,,,,,,6,3,50.00%,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.17,,,,,,,,,,,,,,,,
上海,工业,样品,2024/5/27,2024/5/24,0103020109,金属件 + 低温FKM黑色75邵A 结合件,FKM黑色,橡胶金属结合件,2024032686,KC7501118AVPL,2M02404180017,0604040088,345,303,87.83%,0,4,0,0,0,0,0,38,0,0,0,0,0,0,38,姚书川,301,274,8.97%,27,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,2.5,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901010177,FKM黑色75邵A 126.59*3.53,FKM黑色,美标O型圈,/,/,/,/,47,,0.00%,0,,,,,,,,,,,,,,,,47,3,93.62%,44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.67,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2024/5/4,0101020262,FKM黑色75邵A A6-0625-291,FKM黑色,定制异形件,2024053026,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1365,55,95.97%,1310,0,16,25,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,随云,2,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2024/5/5,0101020262,FKM黑色75邵A A6-0625-291,FKM黑色,定制异形件,2024053026,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,842,112,86.70%,730,0,0,80,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,随云,1,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2024/4/19,0101010701,低温FKM黑色75邵A 35.76*2.59,FKM黑色,O型圈,2024042865-5,,,,3020,,0.00%,0,,,,,,,,,,,,,,,,3015,115,96.19%,2900,0,0,0,0,62,0,40,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,随云,6.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2024/5/16,0101020527,FKM红色60邵A 234.1*94.8*6.5,FKM红色,定制异形件,2024042881,,,,634,,0.00%,0,,,,,,,,,,,,,,,,122,22,81.97%,100,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,随云,1.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2023/10/13,0101020404,EPDM紫色70邵A BY07腰型密封圈 65.2*35.2*8.7,EPDM紫色,定制异形件,2023090099,,,,2705,,0.00%,0,,,,,,,,,,,,,,,,1471,71,95.17%,1400,27,3,6,0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,5.75,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/28,2024/5/21,0104010014,PTFE灰色 2.25*4*24.63 10110271570008,PTFE灰色,滑动密封垫,2024053137,PTFE,,,4800,4800,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,于鑫鑫,4729,59,98.75%,4670,0,0,45,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,刘利利,1.16,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/28,2024/5/10,0104010034,PTFE蓝色 2.375*4.025*12.35 SLIDE SEAL,PTFE蓝色,滑动密封垫,2024042853,PTFE,,,12000,12000,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,燕秀梅,2047,47,97.70%,2000,0,5,14,0,0,0,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,刘利利,1.34,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2024/5/11,0101020526,FVMQ红棕色57邵A  φ87.7*8.5,FVMQ红棕色,定制异形件,2024042901,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,603,73,87.89%,530,0,60,6,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,肖亚男,5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/28,2024/4/14,0104010029,PTFE灰色 2.15*4*23.7 1011034,PTFE灰色,滑动密封垫,24042805,PTFE,,,19200,19200,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,燕秀梅,1070,70,93.46%,1000,0,0,60,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,时光元,0.75,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2024/5/25,0102010006,FVMQ红棕色60邵A 2.8*14.4*0.6,FVMQ红棕色,膜片,24053043,,,0603010133-H,,,#DIV/0!,0,,,,,,,,,,,,,,,,12657,1657,86.91%,11000,0,1578,27,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,杨连芳,11,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2023/12/5,0101011333,低温FKM黑色75邵A 26.54*1.78,FKM黑色,O型圈,2023100088,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,3770,380,89.92%,3390,0,0,0,0,69,290,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,曹文文,7.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2023/10/14,0101011328,低温FKM黑色75邵A 29.82*2.62,FKM黑色,O型圈,2023080068,,,,5883,,0.00%,0,,,,,,,,,,,,,,,,1038,38,96.34%,1000,0,0,0,0,20,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,曹文文,3.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2023/11/30,0101011328,低温FKM黑色75邵A 29.82*2.62,FKM黑色,O型圈,2023090052,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,2155,65,96.98%,2090,0,0,0,9,21,15,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,陈燕,5.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2023/12/7,0101011328,低温FKM黑色75邵A 29.82*2.62,FKM黑色,O型圈,2023110152,,,,6172,,0.00%,0,,,,,,,,,,,,,,,,1027,27,97.37%,1000,0,0,0,14,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,陈燕,5.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2024/5/22,0101020490,FVMQ米黄色60邵A 伞型阀膜片1 φ15.4,FVMQ米黄色,定制异形件,2024042934-2,,,,7550,,0.00%,0,,,,,,,,,,,,,,,,7447,1487,80.03%,5960,0,732,0,0,0,0,18,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,陈安琪,11,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/28,2024/3/28,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,XG6006C,24-SO-66,0603010156-C,,,#DIV/0!,0,,,,,,,,,,,,,,,,3340,130,96.11%,3210,0,92,8,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,汪艳,5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2023/9/18,0101011328,低温FKM黑色75邵A 29.82*2.62,FKM黑色,O型圈,2023080068,,,,2148,,0.00%,0,,,,,,,,,,,,,,,,506,6,98.81%,500,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,汪艳,3,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2023/12/6,0101011332,低温FKM黑色75邵A 21.82*1.78,FKM黑色,O型圈,2023100088,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,4112,112,97.28%,4000,0,35,0,51,0,0,12,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,李春仙,11,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2024/5/23,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053225,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1970,240,87.82%,1730,0,23,174,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,曹长侠,6.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2024/3/19,0101010701,低温FKM黑色75邵A 35.76*2.59,FKM黑色,O型圈,2024032597-6,,,,3200,,0.00%,0,,,,,,,,,,,,,,,,1187,187,84.25%,1000,0,8,63,0,40,0,9,0,0,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,曹长侠,4.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2024/4/27,0101020244,FKM黑色75邵A φ26.57*8.71  D-0625-521,FKM黑色,定制异形件,2024042959,,,,2439,,0.00%,0,,,,,,,,,,,,,,,,5305,515,90.29%,4790,0,0,62,0,0,0,225,190,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,姚月平,11,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2024/5/24,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053225,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,3148,398,87.36%,2750,0,56,252,0,0,0,0,55,0,23,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,林顺春,11,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/28,2023/12/6,0101011327,低温FKM黑色75邵A 21.67*2.59,FKM黑色,O型圈,2023110151,,,,8780,,0.00%,0,,,,,,,,,,,,,,,,5617,117,97.92%,5500,0,1,42,10,0,0,62,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,任菊,11,,,,,,,,,,,,,,,,
外购,/,/,2024/5/28,/,0304040082,阀-铜件 φ31.62X20.65,/,金属件,/,/,/,/,4500,,0.00%,0,,,,,,,,,,,,,,,,4500,6,99.87%,4494,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,苏莹丹,4,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/28,2024/5/27,1207012275,FKM白色70邵A 2-275 266.29*3.53,FKM白色,美标O型圈,2024053154,HPE5015,B2023071301,0601050498,5,4,80.00%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,王杰,5,4,20.00%,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,方园园,0.25,外观特采1件 代曹磊2024/5/28,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/28,2024/5/27,1207012277,FKM白色70邵A 2-277 291.69*3.53,FKM白色,美标O型圈,2024053154,HPE5015,B2023071301,0601050500,4,3,75.00%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,王杰,3,2,33.33%,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,方园园,0.25,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/28,2024/5/25,0101011110,FKM黑色70邵A 496.6x3.53,FKM黑色,O型圈,2024053091,HPE5021,B2024051382,0601010511,55,46,83.64%,0,3,0,2,0,0,0,0,0,0,0,0,4,0,0,燕秀梅,46,6,86.96%,40,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,方园园,7.66,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/29,2023/10/14,0101011328,低温FKM黑色75邵A 29.82*2.62,FKM黑色,O型圈,2023080068,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,3654,154,95.79%,3500,0,0,22,0,62,39,15,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,曹文文,8,,,,,,,,,,,,,,,,
